15374399,0.00,2004
15375400,0.00,2004
15376400,0.00,2004
15377400,0.00,2004
15378401,0.00,2004
15379401,0.00,2004
15380401,0.00,2004
15381402,0.00,2004
15382402,0.00,2004
15383402,0.00,2004
15384403,1.00,2004
15385403,0.00,2004
15386403,0.00,2004
15387404,0.00,2004
15388404,0.00,2004
15389404,0.00,2004
15390405,0.00,2004
15391405,0.00,2004
15392406,0.00,2004
15393406,0.00,2004
15394406,0.00,2004
15395407,0.00,2004
15396407,0.00,2004
15397408,0.00,2004
15398408,0.00,2004
15399408,0.00,2004
15400409,0.00,2004
15401409,0.00,2004
15402409,0.00,2004
15403410,0.00,2004
15404410,0.00,2004
15405410,0.00,2004
15406411,0.00,2004
15407411,0.00,2004
15408412,0.00,2004
15409412,0.00,2004
15410412,0.00,2004
15411413,0.00,2004
15412413,0.00,2004
15413413,0.00,2004
15414413,0.00,2004
15415414,0.00,2004
15416414,0.00,2004
15417414,0.00,2004
15418415,0.00,2004
15419415,0.00,2004
15420416,0.00,2004
15421416,0.00,2004
15422416,0.00,2004
15423417,0.00,2004
15424417,0.00,2004
15425417,0.00,2004
15426418,0.00,2004
15427418,0.00,2004
15428418,0.00,2004
15429419,0.00,2004
15430419,0.00,2004
15431419,0.00,2004
15432419,0.00,2004
15433420,0.00,2004
15434420,0.00,2004
15435420,0.00,2004
15436421,0.00,2004
15437421,0.00,2004
15438421,0.00,2004
15439422,0.00,2004
15440422,0.00,2004
15441422,0.00,2004
15442422,0.00,2004
15443422,0.00,2004
15444423,0.00,2004
15445423,0.00,2004
15446423,0.00,2004
15447423,0.00,2004
15448423,0.00,2004
15449424,0.00,2004
15450424,0.00,2004
15451424,0.00,2004
15452425,0.00,2004
15453425,0.00,2004
15454425,0.00,2004
15455426,0.00,2004
15456426,0.00,2004
15457426,0.00,2004
15458427,1.00,2004
15459427,0.00,2004
15460427,0.00,2004
15461428,0.00,2004
15462428,0.00,2004
15463428,0.00,2004
15464429,0.00,2004
15465429,0.00,2004
15466429,0.00,2004
15467430,0.00,2004
15468430,0.00,2004
15469430,0.00,2004
15470431,0.00,2004
15471431,0.00,2004
15472431,0.00,2004
15473432,0.00,2004
15474432,0.00,2004
15475432,0.00,2004
15476432,0.00,2004
15477433,0.00,2004
15478433,0.00,2004
15479434,0.00,2004
15480434,0.00,2004
15481434,0.00,2004
15482435,0.00,2004
15483435,0.00,2004
15484435,0.00,2004
15485436,0.00,2004
15486436,0.00,2004
15487436,0.00,2004
15488436,0.00,2004
15489437,0.00,2004
15490437,0.00,2004
15491437,0.00,2004
15492438,0.00,2004
15493439,0.00,2004
15494439,0.00,2004
15495439,0.00,2004
15496440,0.00,2004
15497440,0.00,2004
15498440,0.00,2004
15499440,0.00,2004
15500441,0.00,2004
15501441,0.00,2004
15502441,0.00,2004
15503442,0.00,2004
15504442,1.00,2004
15505443,0.00,2004
15506443,0.00,2004
15507443,0.00,2004
15508444,0.00,2004
15509444,0.00,2004
15510444,0.00,2004
15511444,0.00,2004
15512445,0.00,2004
15513445,0.00,2004
15514446,0.00,2004
15515446,0.00,2004
15516446,0.00,2004
15517446,0.00,2004
15518447,0.00,2004
15519447,0.00,2004
15520447,0.00,2004
15521448,0.00,2004
15522448,0.00,2004
15523448,0.00,2004
15524449,0.00,2004
15525449,0.00,2004
15526449,0.00,2004
15527450,0.00,2004
15528450,0.00,2004
15529450,0.00,2004
15530451,0.00,2004
15531451,0.00,2004
15532451,0.00,2004
15533452,0.00,2004
15534452,0.00,2004
15535452,0.00,2004
15536453,0.00,2004
15537453,0.00,2004
15538453,0.00,2004
15539454,0.00,2004
15540454,0.00,2004
15541454,0.00,2004
15542454,0.00,2004
15543455,0.00,2004
15544455,0.00,2004
15545455,0.00,2004
15546456,0.00,2004
15547456,0.00,2004
15548456,0.00,2004
15549456,0.00,2004
15550457,0.00,2004
15551457,0.00,2004
15552457,0.00,2004
15553457,0.00,2004
15554458,0.00,2004
15555458,0.00,2004
15556458,0.00,2004
15557459,0.00,2004
15558459,0.00,2004
15559459,0.00,2004
15560460,0.00,2004
15561460,0.00,2004
15562460,0.00,2004
15563461,0.00,2004
15564461,0.00,2004
15565461,0.00,2004
15566462,1.00,2004
15567462,0.00,2004
15568462,0.00,2004
15569462,0.00,2004
15570463,0.00,2004
15571463,0.00,2004
15572463,0.00,2004
15573464,0.00,2004
15574464,0.00,2004
15575464,0.00,2004
15576464,0.00,2004
15577465,0.00,2004
15578465,0.00,2004
15579465,0.00,2004
15580466,0.00,2004
